stat.frontend_question_id,stat.question__title,acceptance_pct,difficulty.level,link
1138,Alphabet Board Path,48.3,2,https://leetcode.com/problems/alphabet-board-path
974,Subarray Sums Divisible by K,48.3,2,https://leetcode.com/problems/subarray-sums-divisible-by-k
208,Implement Trie (Prefix Tree),48.3,2,https://leetcode.com/problems/implement-trie-prefix-tree
36,Valid Sudoku,48.3,2,https://leetcode.com/problems/valid-sudoku
767,Reorganize String,48.199999999999996,2,https://leetcode.com/problems/reorganize-string
611,Valid Triangle Number,48.199999999999996,2,https://leetcode.com/problems/valid-triangle-number
524,Longest Word in Dictionary through Deleting,48.199999999999996,2,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting
357,Count Numbers with Unique Digits,48.199999999999996,2,https://leetcode.com/problems/count-numbers-with-unique-digits
838,Push Dominoes,48.1,2,https://leetcode.com/problems/push-dominoes
721,Accounts Merge,48.1,2,https://leetcode.com/problems/accounts-merge
583,Delete Operation for Two Strings,48.1,2,https://leetcode.com/problems/delete-operation-for-two-strings
105,Construct Binary Tree from Preorder and Inorder Traversal,48.0,2,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
1093,Statistics from a Large Sample,47.8,2,https://leetcode.com/problems/statistics-from-a-large-sample
498,Diagonal Traverse,47.8,2,https://leetcode.com/problems/diagonal-traverse
486,Predict the Winner,47.699999999999996,2,https://leetcode.com/problems/predict-the-winner
916,Word Subsets,47.599999999999994,2,https://leetcode.com/problems/word-subsets
873,Length of Longest Fibonacci Subsequence,47.599999999999994,2,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence
40,Combination Sum II,47.5,2,https://leetcode.com/problems/combination-sum-ii
1239,Maximum Length of a Concatenated String with Unique Characters,47.4,2,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters
994,Rotting Oranges,47.4,2,https://leetcode.com/problems/rotting-oranges
934,Shortest Bridge,47.4,2,https://leetcode.com/problems/shortest-bridge
481,Magical String,47.4,2,https://leetcode.com/problems/magical-string
1405,Longest Happy String,47.3,2,https://leetcode.com/problems/longest-happy-string
809,Expressive Words,47.3,2,https://leetcode.com/problems/expressive-words
792,Number of Matching Subsequences,47.3,2,https://leetcode.com/problems/number-of-matching-subsequences
1262,Greatest Sum Divisible by Three,47.199999999999996,2,https://leetcode.com/problems/greatest-sum-divisible-by-three
966,Vowel Spellchecker,47.199999999999996,2,https://leetcode.com/problems/vowel-spellchecker
380,Insert Delete GetRandom O(1),47.199999999999996,2,https://leetcode.com/problems/insert-delete-getrandom-o1
785,Is Graph Bipartite?,47.099999999999994,2,https://leetcode.com/problems/is-graph-bipartite
816,Ambiguous Coordinates,47.0,2,https://leetcode.com/problems/ambiguous-coordinates
1139,Largest 1-Bordered Square,46.9,2,https://leetcode.com/problems/largest-1-bordered-square
279,Perfect Squares,46.9,2,https://leetcode.com/problems/perfect-squares
109,Convert Sorted List to Binary Search Tree,46.9,2,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree
75,Sort Colors,46.9,2,https://leetcode.com/problems/sort-colors
1297,Maximum Number of Occurrences of a Substring,46.800000000000004,2,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring
423,Reconstruct Original Digits from English,46.800000000000004,2,https://leetcode.com/problems/reconstruct-original-digits-from-english
103,Binary Tree Zigzag Level Order Traversal,46.800000000000004,2,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
131,Palindrome Partitioning,46.7,2,https://leetcode.com/problems/palindrome-partitioning
494,Target Sum,46.5,2,https://leetcode.com/problems/target-sum
424,Longest Repeating Character Replacement,46.5,2,https://leetcode.com/problems/longest-repeating-character-replacement
90,Subsets II,46.5,2,https://leetcode.com/problems/subsets-ii
978,Longest Turbulent Subarray,46.400000000000006,2,https://leetcode.com/problems/longest-turbulent-subarray
881,Boats to Save People,46.400000000000006,2,https://leetcode.com/problems/boats-to-save-people
200,Number of Islands,46.400000000000006,2,https://leetcode.com/problems/number-of-islands
17,Letter Combinations of a Phone Number,46.300000000000004,2,https://leetcode.com/problems/letter-combinations-of-a-phone-number
470,Implement Rand10() Using Rand7(),46.2,2,https://leetcode.com/problems/implement-rand10-using-rand7
309,Best Time to Buy and Sell Stock with Cooldown,46.2,2,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
1283,Find the Smallest Divisor Given a Threshold,46.1,2,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
1202,Smallest String With Swaps,46.0,2,https://leetcode.com/problems/smallest-string-with-swaps
945,Minimum Increment to Make Array Unique,46.0,2,https://leetcode.com/problems/minimum-increment-to-make-array-unique
795,Number of Subarrays with Bounded Maximum,46.0,2,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum
764,Largest Plus Sign,46.0,2,https://leetcode.com/problems/largest-plus-sign
113,Path Sum II,46.0,2,https://leetcode.com/problems/path-sum-ii
222,Count Complete Tree Nodes,45.9,2,https://leetcode.com/problems/count-complete-tree-nodes
47,Permutations II,45.9,2,https://leetcode.com/problems/permutations-ii
16,3Sum Closest,45.9,2,https://leetcode.com/problems/3sum-closest
1419,Minimum Number of Frogs Croaking,45.7,2,https://leetcode.com/problems/minimum-number-of-frogs-croaking
988,Smallest String Starting From Leaf,45.7,2,https://leetcode.com/problems/smallest-string-starting-from-leaf
491,Increasing Subsequences,45.6,2,https://leetcode.com/problems/increasing-subsequences
1223,Dice Roll Simulation,45.300000000000004,2,https://leetcode.com/problems/dice-roll-simulation
319,Bulb Switcher,45.300000000000004,2,https://leetcode.com/problems/bulb-switcher
991,Broken Calculator,45.2,2,https://leetcode.com/problems/broken-calculator
870,Advantage Shuffle,45.2,2,https://leetcode.com/problems/advantage-shuffle
1144,Decrease Elements To Make Array Zigzag,45.1,2,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag
971,Flip Binary Tree To Match Preorder Traversal,45.1,2,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal
915,Partition Array into Disjoint Intervals,45.1,2,https://leetcode.com/problems/partition-array-into-disjoint-intervals
436,Find Right Interval,45.1,2,https://leetcode.com/problems/find-right-interval
377,Combination Sum IV,45.1,2,https://leetcode.com/problems/combination-sum-iv
1300,Sum of Mutated Array Closest to Target,45.0,2,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target
962,Maximum Width Ramp,45.0,2,https://leetcode.com/problems/maximum-width-ramp
743,Network Delay Time,45.0,2,https://leetcode.com/problems/network-delay-time
106,Construct Binary Tree from Inorder and Postorder Traversal,45.0,2,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal
698,Partition to K Equal Sum Subsets,44.9,2,https://leetcode.com/problems/partition-to-k-equal-sum-subsets
284,Peeking Iterator,44.9,2,https://leetcode.com/problems/peeking-iterator
935,Knight Dialer,44.800000000000004,2,https://leetcode.com/problems/knight-dialer
236,Lowest Common Ancestor of a Binary Tree,44.800000000000004,2,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
153,Find Minimum in Rotated Sorted Array,44.800000000000004,2,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
1391,Check if There is a Valid Path in a Grid,44.7,2,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
313,Super Ugly Number,44.6,2,https://leetcode.com/problems/super-ugly-number
990,Satisfiability of Equality Equations,44.5,2,https://leetcode.com/problems/satisfiability-of-equality-equations
1034,Coloring A Border,44.4,2,https://leetcode.com/problems/coloring-a-border
567,Permutation in String,44.4,2,https://leetcode.com/problems/permutation-in-string
390,Elimination Game,44.4,2,https://leetcode.com/problems/elimination-game
848,Shifting Letters,44.3,2,https://leetcode.com/problems/shifting-letters
558,Logical OR of Two Binary Grids Represented as Quad-Trees,44.3,2,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees
116,Populating Next Right Pointers in Each Node,44.3,2,https://leetcode.com/problems/populating-next-right-pointers-in-each-node
831,Masking Personal Information,44.0,2,https://leetcode.com/problems/masking-personal-information
738,Monotone Increasing Digits,44.0,2,https://leetcode.com/problems/monotone-increasing-digits
1482,Minimum Number of Days to Make m Bouquets,43.9,2,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets
1461,Check If a String Contains All Binary Codes of Size K,43.9,2,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k
1049,Last Stone Weight II,43.9,2,https://leetcode.com/problems/last-stone-weight-ii
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,43.8,2,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1218,Longest Arithmetic Subsequence of Given Difference,43.8,2,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference
886,Possible Bipartition,43.8,2,https://leetcode.com/problems/possible-bipartition
528,Random Pick with Weight,43.8,2,https://leetcode.com/problems/random-pick-with-weight
560,Subarray Sum Equals K,43.8,2,https://leetcode.com/problems/subarray-sum-equals-k
120,Triangle,43.7,2,https://leetcode.com/problems/triangle
80,Remove Duplicates from Sorted Array II,43.6,2,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii
659,Split Array into Consecutive Subsequences,43.5,2,https://leetcode.com/problems/split-array-into-consecutive-subsequences
622,Design Circular Queue,43.4,2,https://leetcode.com/problems/design-circular-queue
416,Partition Equal Subset Sum,43.3,2,https://leetcode.com/problems/partition-equal-subset-sum
670,Maximum Swap,43.1,2,https://leetcode.com/problems/maximum-swap
162,Find Peak Element,43.1,2,https://leetcode.com/problems/find-peak-element
1497,Check If Array Pairs Are Divisible by k,43.0,2,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k
1311,Get Watched Videos by Your Friends,42.9,2,https://leetcode.com/problems/get-watched-videos-by-your-friends
1162,As Far from Land as Possible,42.9,2,https://leetcode.com/problems/as-far-from-land-as-possible
240,Search a 2D Matrix II,42.9,2,https://leetcode.com/problems/search-a-2d-matrix-ii
855,Exam Room,42.8,2,https://leetcode.com/problems/exam-room
438,Find All Anagrams in a String,42.8,2,https://leetcode.com/problems/find-all-anagrams-in-a-string
73,Set Matrix Zeroes,42.8,2,https://leetcode.com/problems/set-matrix-zeroes
1432,Max Difference You Can Get From Changing an Integer,42.699999999999996,2,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer
1352,Product of the Last K Numbers,42.699999999999996,2,https://leetcode.com/problems/product-of-the-last-k-numbers
1328,Break a Palindrome,42.699999999999996,2,https://leetcode.com/problems/break-a-palindrome
822,Card Flipping Game,42.699999999999996,2,https://leetcode.com/problems/card-flipping-game
593,Valid Square,42.699999999999996,2,https://leetcode.com/problems/valid-square
450,Delete Node in a BST,42.699999999999996,2,https://leetcode.com/problems/delete-node-in-a-bst
207,Course Schedule,42.699999999999996,2,https://leetcode.com/problems/course-schedule
525,Contiguous Array,42.6,2,https://leetcode.com/problems/contiguous-array
435,Non-overlapping Intervals,42.6,2,https://leetcode.com/problems/non-overlapping-intervals
930,Binary Subarrays With Sum,42.5,2,https://leetcode.com/problems/binary-subarrays-with-sum
474,Ones and Zeroes,42.5,2,https://leetcode.com/problems/ones-and-zeroes
1054,Distant Barcodes,42.4,2,https://leetcode.com/problems/distant-barcodes
904,Fruit Into Baskets,42.4,2,https://leetcode.com/problems/fruit-into-baskets
300,Longest Increasing Subsequence,42.4,2,https://leetcode.com/problems/longest-increasing-subsequence
853,Car Fleet,42.3,2,https://leetcode.com/problems/car-fleet
825,Friends Of Appropriate Ages,42.3,2,https://leetcode.com/problems/friends-of-appropriate-ages
775,Global and Local Inversions,41.9,2,https://leetcode.com/problems/global-and-local-inversions
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,41.8,2,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
640,Solve the Equation,41.8,2,https://leetcode.com/problems/solve-the-equation
388,Longest Absolute File Path,41.6,2,https://leetcode.com/problems/longest-absolute-file-path
148,Sort List,41.6,2,https://leetcode.com/problems/sort-list
1401,Circle and Rectangle Overlapping,41.4,2,https://leetcode.com/problems/circle-and-rectangle-overlapping
433,Minimum Genetic Mutation,41.4,2,https://leetcode.com/problems/minimum-genetic-mutation
1171,Remove Zero Sum Consecutive Nodes from Linked List,41.3,2,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list
1424,Diagonal Traverse II,41.0,2,https://leetcode.com/problems/diagonal-traverse-ii
1208,Get Equal Substrings Within Budget,41.0,2,https://leetcode.com/problems/get-equal-substrings-within-budget
395,Longest Substring with At Least K Repeating Characters,41.0,2,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
86,Partition List,41.0,2,https://leetcode.com/problems/partition-list
1462,Course Schedule IV,40.8,2,https://leetcode.com/problems/course-schedule-iv
735,Asteroid Collision,40.699999999999996,2,https://leetcode.com/problems/asteroid-collision
417,Pacific Atlantic Water Flow,40.699999999999996,2,https://leetcode.com/problems/pacific-atlantic-water-flow
147,Insertion Sort List,40.699999999999996,2,https://leetcode.com/problems/insertion-sort-list
948,Bag of Tokens,40.5,2,https://leetcode.com/problems/bag-of-tokens
658,Find K Closest Elements,40.5,2,https://leetcode.com/problems/find-k-closest-elements
1423,Maximum Points You Can Obtain from Cards,40.300000000000004,2,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
331,Verify Preorder Serialization of a Binary Tree,40.2,2,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree
375,Guess Number Higher or Lower II,40.1,2,https://leetcode.com/problems/guess-number-higher-or-lower-ii
95,Unique Binary Search Trees II,40.1,2,https://leetcode.com/problems/unique-binary-search-trees-ii
1253,Reconstruct a 2-Row Binary Matrix,40.0,2,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix
334,Increasing Triplet Subsequence,40.0,2,https://leetcode.com/problems/increasing-triplet-subsequence
662,Maximum Width of Binary Tree,39.900000000000006,2,https://leetcode.com/problems/maximum-width-of-binary-tree
264,Ugly Number II,39.7,2,https://leetcode.com/problems/ugly-number-ii
957,Prison Cells After N Days,39.6,2,https://leetcode.com/problems/prison-cells-after-n-days
808,Soup Servings,39.6,2,https://leetcode.com/problems/soup-servings
139,Word Break,39.6,2,https://leetcode.com/problems/word-break
542,01 Matrix,39.5,2,https://leetcode.com/problems/01-matrix
210,Course Schedule II,39.5,2,https://leetcode.com/problems/course-schedule-ii
376,Wiggle Subsequence,39.4,2,https://leetcode.com/problems/wiggle-subsequence
1367,Linked List in Binary Tree,39.300000000000004,2,https://leetcode.com/problems/linked-list-in-binary-tree
787,Cheapest Flights Within K Stops,39.2,2,https://leetcode.com/problems/cheapest-flights-within-k-stops
228,Summary Ranges,39.2,2,https://leetcode.com/problems/summary-ranges
201,Bitwise AND of Numbers Range,39.2,2,https://leetcode.com/problems/bitwise-and-of-numbers-range
967,Numbers With Same Consecutive Differences,39.1,2,https://leetcode.com/problems/numbers-with-same-consecutive-differences
649,Dota2 Senate,39.0,2,https://leetcode.com/problems/dota2-senate
56,Merge Intervals,39.0,2,https://leetcode.com/problems/merge-intervals
790,Domino and Tromino Tiling,38.9,2,https://leetcode.com/problems/domino-and-tromino-tiling
713,Subarray Product Less Than K,38.9,2,https://leetcode.com/problems/subarray-product-less-than-k
1129,Shortest Path with Alternating Colors,38.7,2,https://leetcode.com/problems/shortest-path-with-alternating-colors
801,Minimum Swaps To Make Sequences Increasing,38.7,2,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
187,Repeated DNA Sequences,38.6,2,https://leetcode.com/problems/repeated-dna-sequences
117,Populating Next Right Pointers in Each Node II,38.5,2,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
478,Generate Random Point in a Circle,38.4,2,https://leetcode.com/problems/generate-random-point-in-a-circle
92,Reverse Linked List II,38.4,2,https://leetcode.com/problems/reverse-linked-list-ii
826,Most Profit Assigning Work,38.2,2,https://leetcode.com/problems/most-profit-assigning-work
909,Snakes and Ladders,38.1,2,https://leetcode.com/problems/snakes-and-ladders
60,Permutation Sequence,38.1,2,https://leetcode.com/problems/permutation-sequence
1390,Four Divisors,38.0,2,https://leetcode.com/problems/four-divisors
368,Largest Divisible Subset,38.0,2,https://leetcode.com/problems/largest-divisible-subset
134,Gas Station,38.0,2,https://leetcode.com/problems/gas-station
304,Range Sum Query 2D - Immutable,37.9,2,https://leetcode.com/problems/range-sum-query-2d-immutable
1091,Shortest Path in Binary Matrix,37.8,2,https://leetcode.com/problems/shortest-path-in-binary-matrix
209,Minimum Size Subarray Sum,37.8,2,https://leetcode.com/problems/minimum-size-subarray-sum
497,Random Point in Non-overlapping Rectangles,37.6,2,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles
223,Rectangle Area,37.6,2,https://leetcode.com/problems/rectangle-area
473,Matchsticks to Square,37.5,2,https://leetcode.com/problems/matchsticks-to-square
393,UTF-8 Validation,37.4,2,https://leetcode.com/problems/utf-8-validation
221,Maximal Square,37.4,2,https://leetcode.com/problems/maximal-square
1186,Maximum Subarray Sum with One Deletion,37.0,2,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion
984,String Without AAA or BBB,37.0,2,https://leetcode.com/problems/string-without-aaa-or-bbb
1339,Maximum Product of Splitted Binary Tree,36.9,2,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
1146,Snapshot Array,36.9,2,https://leetcode.com/problems/snapshot-array
845,Longest Mountain in Array,36.9,2,https://leetcode.com/problems/longest-mountain-in-array
779,K-th Symbol in Grammar,36.9,2,https://leetcode.com/problems/k-th-symbol-in-grammar
142,Linked List Cycle II,36.8,2,https://leetcode.com/problems/linked-list-cycle-ii
227,Basic Calculator II,36.6,2,https://leetcode.com/problems/basic-calculator-ii
519,Random Flip Matrix,36.4,2,https://leetcode.com/problems/random-flip-matrix
143,Reorder List,36.4,2,https://leetcode.com/problems/reorder-list
82,Remove Duplicates from Sorted List II,36.4,2,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii
74,Search a 2D Matrix,36.4,2,https://leetcode.com/problems/search-a-2d-matrix
373,Find K Pairs with Smallest Sums,36.3,2,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
213,House Robber II,36.3,2,https://leetcode.com/problems/house-robber-ii
211,Add and Search Word - Data structure design,36.3,2,https://leetcode.com/problems/add-and-search-word-data-structure-design
372,Super Pow,36.199999999999996,2,https://leetcode.com/problems/super-pow
332,Reconstruct Itinerary,36.199999999999996,2,https://leetcode.com/problems/reconstruct-itinerary
842,Split Array into Fibonacci Sequence,36.1,2,https://leetcode.com/problems/split-array-into-fibonacci-sequence
396,Rotate Function,36.1,2,https://leetcode.com/problems/rotate-function
1498,Number of Subsequences That Satisfy the Given Sum Condition,35.9,2,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
150,Evaluate Reverse Polish Notation,35.9,2,https://leetcode.com/problems/evaluate-reverse-polish-notation
34,Find First and Last Position of Element in Sorted Array,35.9,2,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
6,ZigZag Conversion,35.9,2,https://leetcode.com/problems/zigzag-conversion
275,H-Index II,35.8,2,https://leetcode.com/problems/h-index-ii
274,H-Index,35.8,2,https://leetcode.com/problems/h-index
923,3Sum With Multiplicity,35.6,2,https://leetcode.com/problems/3sum-with-multiplicity
954,Array of Doubled Pairs,35.5,2,https://leetcode.com/problems/array-of-doubled-pairs
673,Number of Longest Increasing Subsequence,35.5,2,https://leetcode.com/problems/number-of-longest-increasing-subsequence
823,Binary Trees With Factors,35.4,2,https://leetcode.com/problems/binary-trees-with-factors
799,Champagne Tower,35.4,2,https://leetcode.com/problems/champagne-tower
467,Unique Substrings in Wraparound String,35.4,2,https://leetcode.com/problems/unique-substrings-in-wraparound-string
138,Copy List with Random Pointer,35.4,2,https://leetcode.com/problems/copy-list-with-random-pointer
898,Bitwise ORs of Subarrays,35.199999999999996,2,https://leetcode.com/problems/bitwise-ors-of-subarrays
229,Majority Element II,35.199999999999996,2,https://leetcode.com/problems/majority-element-ii
987,Vertical Order Traversal of a Binary Tree,35.099999999999994,2,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
93,Restore IP Addresses,35.099999999999994,2,https://leetcode.com/problems/restore-ip-addresses
19,Remove Nth Node From End of List,35.099999999999994,2,https://leetcode.com/problems/remove-nth-node-from-end-of-list
322,Coin Change,35.0,2,https://leetcode.com/problems/coin-change
576,Out of Boundary Paths,34.699999999999996,2,https://leetcode.com/problems/out-of-boundary-paths
79,Word Search,34.699999999999996,2,https://leetcode.com/problems/word-search
777,Swap Adjacent in LR String,34.599999999999994,2,https://leetcode.com/problems/swap-adjacent-in-lr-string
1386,Cinema Seat Allocation,34.5,2,https://leetcode.com/problems/cinema-seat-allocation
55,Jump Game,34.5,2,https://leetcode.com/problems/jump-game
754,Reach a Number,34.4,2,https://leetcode.com/problems/reach-a-number
33,Search in Rotated Sorted Array,34.4,2,https://leetcode.com/problems/search-in-rotated-sorted-array
1177,Can Make Palindrome from Substring,34.300000000000004,2,https://leetcode.com/problems/can-make-palindrome-from-substring
837,New 21 Game,34.300000000000004,2,https://leetcode.com/problems/new-21-game
63,Unique Paths II,34.300000000000004,2,https://leetcode.com/problems/unique-paths-ii
722,Remove Comments,34.2,2,https://leetcode.com/problems/remove-comments
522,Longest Uncommon Subsequence II,33.900000000000006,2,https://leetcode.com/problems/longest-uncommon-subsequence-ii
307,Range Sum Query - Mutable,33.900000000000006,2,https://leetcode.com/problems/range-sum-query-mutable
133,Clone Graph,33.900000000000006,2,https://leetcode.com/problems/clone-graph
1073,Adding Two Negabinary Numbers,33.800000000000004,2,https://leetcode.com/problems/adding-two-negabinary-numbers
54,Spiral Matrix,33.7,2,https://leetcode.com/problems/spiral-matrix
43,Multiply Strings,33.6,2,https://leetcode.com/problems/multiply-strings
2,Add Two Numbers,33.6,2,https://leetcode.com/problems/add-two-numbers
385,Mini Parser,33.5,2,https://leetcode.com/problems/mini-parser
918,Maximum Sum Circular Subarray,33.4,2,https://leetcode.com/problems/maximum-sum-circular-subarray
18,4Sum,33.300000000000004,2,https://leetcode.com/problems/4sum
955,Delete Columns to Make Sorted II,33.1,2,https://leetcode.com/problems/delete-columns-to-make-sorted-ii
81,Search in Rotated Sorted Array II,33.0,2,https://leetcode.com/problems/search-in-rotated-sorted-array-ii
397,Integer Replacement,32.7,2,https://leetcode.com/problems/integer-replacement
1234,Replace the Substring for Balanced String,32.6,2,https://leetcode.com/problems/replace-the-substring-for-balanced-string
1124,Longest Well-Performing Interval,32.6,2,https://leetcode.com/problems/longest-well-performing-interval
146,LRU Cache,32.6,2,https://leetcode.com/problems/lru-cache
794,Valid Tic-Tac-Toe State,32.5,2,https://leetcode.com/problems/valid-tic-tac-toe-state
31,Next Permutation,32.4,2,https://leetcode.com/problems/next-permutation
71,Simplify Path,32.300000000000004,2,https://leetcode.com/problems/simplify-path
310,Minimum Height Trees,32.0,2,https://leetcode.com/problems/minimum-height-trees
907,Sum of Subarray Minimums,31.8,2,https://leetcode.com/problems/sum-of-subarray-minimums
1015,Smallest Integer Divisible by K,31.7,2,https://leetcode.com/problems/smallest-integer-divisible-by-k
556,Next Greater Element III,31.5,2,https://leetcode.com/problems/next-greater-element-iii
400,Nth Digit,31.5,2,https://leetcode.com/problems/nth-digit
152,Maximum Product Subarray,31.4,2,https://leetcode.com/problems/maximum-product-subarray
1169,Invalid Transactions,31.3,2,https://leetcode.com/problems/invalid-transactions
1353,Maximum Number of Events That Can Be Attended,30.9,2,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended
678,Valid Parenthesis String,30.9,2,https://leetcode.com/problems/valid-parenthesis-string
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,30.599999999999998,2,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
365,Water and Jug Problem,30.4,2,https://leetcode.com/problems/water-and-jug-problem
3,Longest Substring Without Repeating Characters,30.2,2,https://leetcode.com/problems/longest-substring-without-repeating-characters
355,Design Twitter,30.0,2,https://leetcode.com/problems/design-twitter
324,Wiggle Sort II,29.7,2,https://leetcode.com/problems/wiggle-sort-ii
61,Rotate List,29.7,2,https://leetcode.com/problems/rotate-list
50,"Pow(x, n)",29.599999999999998,2,https://leetcode.com/problems/powx-n
5,Longest Palindromic Substring,29.299999999999997,2,https://leetcode.com/problems/longest-palindromic-substring
306,Additive Number,29.2,2,https://leetcode.com/problems/additive-number
457,Circular Array Loop,29.099999999999998,2,https://leetcode.com/problems/circular-array-loop
127,Word Ladder,28.999999999999996,2,https://leetcode.com/problems/word-ladder
456,132 Pattern,28.9,2,https://leetcode.com/problems/132-pattern
464,Can I Win,28.7,2,https://leetcode.com/problems/can-i-win
1348,Tweet Counts Per Frequency,28.599999999999998,2,https://leetcode.com/problems/tweet-counts-per-frequency
179,Largest Number,28.4,2,https://leetcode.com/problems/largest-number
402,Remove K Digits,28.299999999999997,2,https://leetcode.com/problems/remove-k-digits
1487,Making File Names Unique,28.199999999999996,2,https://leetcode.com/problems/making-file-names-unique
130,Surrounded Regions,27.700000000000003,2,https://leetcode.com/problems/surrounded-regions
98,Validate Binary Search Tree,27.6,2,https://leetcode.com/problems/validate-binary-search-tree
165,Compare Version Numbers,26.900000000000002,2,https://leetcode.com/problems/compare-version-numbers
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,26.700000000000003,2,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum
910,Smallest Range II,26.5,2,https://leetcode.com/problems/smallest-range-ii
15,3Sum,26.400000000000002,2,https://leetcode.com/problems/3sum
1191,K-Concatenation Maximum Sum,25.900000000000002,2,https://leetcode.com/problems/k-concatenation-maximum-sum
1201,Ugly Number III,25.6,2,https://leetcode.com/problems/ugly-number-iii
866,Prime Palindrome,24.7,2,https://leetcode.com/problems/prime-palindrome
1488,Avoid Flood in The City,24.5,2,https://leetcode.com/problems/avoid-flood-in-the-city
523,Continuous Subarray Sum,24.5,2,https://leetcode.com/problems/continuous-subarray-sum
91,Decode Ways,24.4,2,https://leetcode.com/problems/decode-ways
880,Decoded String at Index,24.099999999999998,2,https://leetcode.com/problems/decoded-string-at-index
707,Design Linked List,24.0,2,https://leetcode.com/problems/design-linked-list
468,Validate IP Address,23.9,2,https://leetcode.com/problems/validate-ip-address
166,Fraction to Recurring Decimal,21.4,2,https://leetcode.com/problems/fraction-to-recurring-decimal
220,Contains Duplicate III,20.8,2,https://leetcode.com/problems/contains-duplicate-iii
151,Reverse Words in a String,20.599999999999998,2,https://leetcode.com/problems/reverse-words-in-a-string
29,Divide Two Integers,16.3,2,https://leetcode.com/problems/divide-two-integers
8,String to Integer (atoi),15.299999999999999,2,https://leetcode.com/problems/string-to-integer-atoi
980,Unique Paths III,73.1,3,https://leetcode.com/problems/unique-paths-iii
1402,Reducing Dishes,73.0,3,https://leetcode.com/problems/reducing-dishes
1028,Recover a Tree From Preorder Traversal,69.8,3,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,69.5,3,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1255,Maximum Score Words Formed by Letters,69.0,3,https://leetcode.com/problems/maximum-score-words-formed-by-letters
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,65.5,3,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1463,Cherry Pickup II,63.6,3,https://leetcode.com/problems/cherry-pickup-ii
1096,Brace Expansion II,62.2,3,https://leetcode.com/problems/brace-expansion-ii
1411,Number of Ways to Paint N × 3 Grid,61.6,3,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
